"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,3778,261
2,31,8459,683
3,40,9686,936
4,32,9416,1067
5,57,8252,1187
6,42,6822,1066
7,57,5500,912
8,30,4775,825
9,29,3841,697
10,21,3117,580
11,29,2645,508
12,25,2151,406
13,28,1681,379
14,27,1481,309
15,26,1405,255
16,16,1101,209
17,15,899,193
18,18,797,142
19,20,712,145
20,26,570,113
21,26,518,103
22,30,505,102
23,10,448,74
24,11,377,76
25,14,317,71
26,11,283,46
27,16,259,44
28,13,261,47
29,24,234,32
30,8,200,28
31,17,166,30
32,15,160,27
33,8,128,26
34,24,132,27
35,13,122,23
36,23,125,18
37,9,121,14
38,7,86,13
39,11,69,15
40,16,88,11
41,15,63,10
42,8,69,6
43,11,64,9
44,7,68,6
45,5,60,9
46,13,50,4
47,9,45,13
48,6,32,8
49,7,40,7
50,4,42,4
51,5,42,1
52,3,22,0
53,3,28,4
54,4,30,3
55,6,23,6
56,2,22,2
57,4,20,2
58,4,20,2
59,5,24,1
60,4,14,1
